AACHEN	アーヘン
POLK	ポーク
POLL	ポル
POLLACK	ボラック
POLLAK	ポラック
POLLARD	ポラード
POLLITT	ポリット
POLLMANN	ポルマン
POLLO	ポロ
POLLOCK	ポラック
POLLY	ポリー
POLMAR	ポルマー
POLO	ポロ
POLONCEAU	ポロンソー
POLSBY	ポルスビー
POLVEROSI	ポルベロシ
POLYANSKY	ポリャンスキー
POLYNESIA	ポリネシア
POMBAL	ポンバル
POMERANCE	ポメランス
POMERANTZ	ポメランツ
POMEROY	ポメロイ
POMFRET	ポンフレット
POMMER	ポマー
POMMIER	ポミエ
POMODORO	ポモドーロ
POMPADOUR	ポンパドゥール
POMPEL	ポンペイ
POMPIDOU	ポンピドー
POMPON	ポンポン
POMPONAZZI	ポンポナッツィ
PONCE	ポンセ
PONCELET	ポンスレ
PONCET	ポンセ
PONCHIELLI	ポンキエリ
PONCINS	ポンサン
POND	ポンド
PONDER	ポンダー
PONGE	ポンジュ
PONGRACZ	ポングラチュ
PONNAMPERUMA	ポナムペルマ
PONOMARENKO	ポノマレンコ
PONOMAREV	ポノマリョフ
PONOMARYOV	ポノマリョフ
PONS	ポン
PONSARD	ポンサール
PONSELLE	ポンセル
PONTANO	ポンターノ
PONTECORVO	ポンテコルボ
PONTEN	ポンテン
PONTI	ポンティ
PONTING	ポンティング
PONTOPPIDAN	ポントピダン
PONTORMO	ポントルモ
PONTRYAGIN	ポントリャーギン
PONTY	ポンティ
POOL	プール
POOLE	プール
POOLEY	プーリー
POOT	ポート
POP	ポップ
POPA	ポーパ
POPE	ポウプ
POPELKA	ポペルカ
POPHAM	ポパム
POPKIN	ポピキン
POPLE	ポープル
POPOF	ポポフ
POPOV	ポポフ
POPOVA	ポポワ
POPP	ポップ
POPPE	ポッペ
POPPEL	ポッペル
POPPER	ポッパー
PORAT	ポラト
PORCINO	ポーシノ
PORDENONE	ポルデノーネ
POREL	ポレル
PORGES	ポージス
PORRO	ポーロ
PORSCHE	ポルシェ
PORSON	ポーソン
PORT	ポート
PORT-AU-PRINCE	ポルトープランス
PORT-OF-SPAIN	ポートオブスペイン
PORT-VILA	ポートビラ
PORTA	ポルタ
PORTAL	ポルタル
PORTALES	ポルタレス
PORTEN	ポルテン
PORTEOUS	ポーティアス
PORTER	ポーター
PORTEVIN	ポルトバン
PORTHAN	ポルターン
PORTINARI	ポルティナーリ
PORTLAND	ポートランド
PORTMAN	ポートマン
PORTNOI	ポルトノイ
PORTO-NOVO	ポルトノボ
PORTOLA	ポルトラ
PORTSMOUTH	ポーツマス
PORTUGAL	ポルトゥガル
PORTWAY	ポートウェイ
PORTZAMPARC	ポルザンパルク
PORZANO	ポルツァーノ
POSADA	ポザーダ
POSNER	ポスナー
POSNICK	ポゾニック
POSOSHKOV	ポソシコーフ
POSPELOV	ポスペロフ
POSPICHAL	ポスピハル
POSSE	ポッセ
POSSELT	ポッセルト
POSSEVINO	ポッセビーノ
POST	ポウスト
POSTAN	ポスタン
POSTEL	ポステル
POSTGATE	ポストゲイト
POSTLE	ポーストル
POSTMA	ポストマ
POSTON	ポストン
POTANIN	ポターニン
POTAPENKO	ポタペンコ
POTEMKIN	ポチョームキン
POTER	ポーター
POTGIETER	ポットヒーテル
POTKONJAK	ポトコニャック
POTOCKI	ポトツキ
POTRESOV	ポトレソフ
POTSDAM	ポツダム
POTT	ポット
POTTER	ポター
POTTIER	ポティエ
POTTINGER	ポッティンジャー
POTTS	ポッツ
POTYOMKIN	ポチョムキン
POUCHET	プーシェ
POUDEL	パウデル
POUGNET	プーニエ
POUGNY	プーニ
POUILLET	プイエ
POUILLON	プィヨン
POUJADE	プジャード
POUJOULY	プージュリ
POUL	ポウル
POULENC	プーランク
POULET	プーレ
POULSEN	パウルセン
POULTON	ポールトン
POUND	パウンド
POUNDS	パウンズ
POUPA	プーパ
POUPARD	プパール
POURBUS	プールビュス
POURCEL	プールセル
POURTALES	プルタレース
POUS	ポウス
POUSSEUR	プースール
POUSSIN	プーサン
POUTSMA	ポウツマ
POVKH	ポプ
POWDERLY	パウダリ
POWELL	パウェル
POWER	パワー
POWERS	パワーズ
POWICKE	パウイック
POWNALL	パウナル
POWYS	ポウイス
POYER	ポイヤー
POYNINGS	ポイニングズ
POYNTER	ポインター
POYNTING	ポインティング
POZAR	ポザー
POZO	ポゾ
POZSGAI	ポジュガイ
POZZESSERE	ポゼッサー
POZZI	ポジ
POZZO	ポッツォ
POZZOLI	ポッツォーリ
PRAAG	プラーク
PRACCHI	プラッキ
PRACHE	プラーシュ
PRACHT	プラクト
PRADE	プラーデ
PRADELLA	プラデルラ
PRADIER	プラディエ
PRADO	プラド
PRADOS	プラードス
PRAED	プレード
PRAETORIUS	プレトリウス
PRAGA	プラーガ
PRAGER	プラーガー
PRAGUE	プラハ
PRAHL	プラール
PRAIA	プライア
PRANDELLI	プランデルリ
PRANDINI	プランディーニ
PRANDTL	プラントル
PRANGE	プランギー
PRASAD	プラサド
PRATA	プラータ
PRATHER	プレイサー
PRATI	プラーティ
PRATOLINI	プラトリーニ
PRATT	プラット
PRAUSE	プラウゼ
PRAUSNITZ	プラウスニツ
PRAUSS	プラウス
PRAZ	プラーツ
PREBISCH	プレビッシュ
PRECHTL	プレクトル
PREDA	プレダ
PREDIS	プレディス
PREECE	プリース
PREETORIUS	プレートリウス
PREGER	プレガー
PREGL	プレーグル
PREHODA	プレホーダ
PREIN	プライン
PREISENDANZ	プライゼンダンツ
PREISS	プライス
PREL	プレル
PRELLER	プレラー
PREMADASA	プレマダサ
PREMINGER	プレミンジャー
PRENDERGAST	プランダガスト
PRENTICE	プレンティス
PRENTIS	ブレンティス
PRENTISS	プレンティス
PRENZLOW	プレンツロウ
PRESCOTT	プレスコット
PRESLEY	プレスリー
PRESS	プレス
PRESSBURGER	プレスバーガー
PRESSLER	プレスラー
PRESSMAN	プレスマン
PRESTES	プレステス
PRESTON	プレストン
PRESTOWITZ	プレストウィッツ
PRETORIA	プレトリア
PRETORIUS	プレトリウス
PRETSCH	プレシュ
PREUSS	プロイス
PREUSSNER	プロイスナー
PREVEDI	プレベーディ
PREVERT	プレベール
PREVIN	プレビン
PREVITALI	プレビターリ
PREVOST	プレボ
PREWITT	プルウィット
PREY	プライ
PREYER	プライアー
PREZZOLINI	プレッツォリーニ
PRIBILINEC	プリビリネツ
PRIBRAM	プリブラム
PRICE	プライス
PRICHARD	プリチャード
PRIDE	プライド
PRIDEAUX	プリドー
PRIEGNITZ	プリーグニッツ
PRIESSNITZ	プリースニッツ
PRIEST	プリースト
PRIESTER	プリースター
PRIESTLEY	プリーストリー
PRIETO	プリエト
PRIGOGINE	プリゴジーン
PRIKOPA	プリコーパ
PRILL	プリル
PRIM	プリム
PRIMA	プリマ
PRIMAKOV	プリマコフ
PRIMATICCIO	プリマティッチオ
PRIMO	プリーモ
PRIMROSE	プリムローズ
PRIN	プラン
PRINCE	プリンス
PRINCIP	プリンチプ
PRINCIPE	プリンチペ
PRINDL	プリンドル
PRING	プリング
PRINGLE	プリングル
PRINGSHEIM	プリングスハイム
PRINS	プランス
PRINSEP	プリンセプ
PRINTEMPS	プランタン
PRINTZ	プリンス
PRINZ	プリンツ
PRINZHORN	プリンツホルン
PRIOR	プライア
PRISCILLA	プリシラ
PRISHVIN	プリシビン
PRITCHARD	プリチャード
PRITCHETT	プリッチェット
PRIVALOV	プリバーロフ
PRIVETT	プリベット
PROBERT	プロバード
PROBST	プロプスト
PROCACCI	プロカッチ
PROCACCINI	プロカッチーニ
PROCOPE	プロコープ
PROCTER	ブロクター
PROCTOR	プロクター
PROEBSTL	プレプステル
PROFFIT	プロフィト
PROHASKA	プロハスカ
PROKHORENKO	プロホレンコ
PROKHOROV	プロホロフ
PROKOFIEV	プロコフィエフ
PROKOP	プロコプ
PROKOPOVICH	プロコポービッチ
PROKOSCH	プロコシュ
PRONY	プロニ
PRONZATO	プロンザート
PROPP	プロップ
PROSPER	プロスペル
PROSPERI	プロスペリ
PROSSER	プロッサー
PROST	プロスト
PROTHERO	プロザロ
PROTOPOPOV	プロトポーポフ
PROTTI	プロッティ
PROUDHON	プルードン
PROUDMAN	プラウドマン
PROUST	プルースト
PROUT	プラウト
PROVENCE	プロバンス
PROVENZALE	プロベンツァーレ
PROVIDENCE	プロビデンス
PROVINCETOWN	プロビンスタウン
PROVINE	プロバイン
PROWSE	プラウズ
PRUITT	プルーイット
PRULIERE	プリュイエール
PRUS	プルス
PRYANISHNIKOV	プリャニシニコフ
PRYDE	プライド
PRYNNE	プリン
PRYOR	プライア
PRZYBYLSKI	プシビルスキ
PRZYBYSZEWSKI	プシビシェフスキー
PRZYLUSKI	プシルスキー
PRZYWARA	プシュバーラ
PSALMANAZAR	サルマナザール
PSICHARI	プシカリ
PTACEK	プタセク
PTUSHKO	プトゥシコ
PUCCINI	プッチーニ
PUCELLE	ピュッセール
PUCHELT	プッヒェルト
PUCHTA	プフタ
PUCK	パック
PUCKETT	パケット
PUDNEY	パドニー
PUDOVKIN	プドフキン
PUECH	ピュエシュ
PUENTE	プエンテ
PUEYO	プエヨ
PUFENDORF	プーフェンドルフ
PUGACHYOV	プガチョーフ
PUGET	ピュジェ
PUGH	ピュー
PUGIN	ピュージン
PUGLIESE	プグリエセ
PUGLISI	プリージ
PUGNANI	プニャーニ
PUGNETTI	パグネッティ
PUGNO	プーニョ
PUGO	プーゴ
PUIG	ピュイグ
PUISAIS	ピュイゼ
PUJA	プヤ
PUJOL	プホール
PULASKI	プラスキ
PULCI	プルチ
PULITZER	ピュリッツァー
PULLAN	プッラン
PULLEN	ピューレン
PULLMAN	プルマン
PULTENEY	プルトニ
PUMA	ピューマ
PUMPELLY	パンペリー
PUNDT	プント
PUNER	ピューナー
PUNNETT	パネット
PUNSALMAAGIYN	ポンサルマーギン
PUNTEL	プンテル
PUPILLO	ピューピロ
PUPIN	プーピーン
PUPUL	ププル
PURCELL	パーセル
PURCHAS	パーチェス
PURDIE	パーディ
PURDOM	パードム
PURDUM	パードン
PURDY	パーディ
PUREV	プレブ
PURIN	プーリン
PURRMANN	プルマン
PURSELL	パーセル
PURTELL	パーティル
PURTILO	パーティロ
PURVES	パービス
PURVIANCE	パービアンス
PURVIS	パービス
PURVITS	ピュルビツ
PURYEAR	パーヤー
PUSEY	ピュージー
PUSHCHIN	プーシチン
PUSHKAREV	プシュカレフ
PUSHKIN	プーシキン
PUSTET	プステト
PUTIMTSEV	プチムツェフ
PUTMAN	パットマン
PUTNAM	パットナム
PUTTENHAM	パトナム
PUTTKAMER	プットカーマー
PUTYATIN	プチャーチン
PUYANA	プヤーナ
PY	ピー
PYAT	ピア
PYATAKOV	ピャタコーフ
PYATT	パイアット
PYE	パイ
PYKE	パイク
PYLE	パイル
PYLES	パイルズ
PYM	ピム
PYNCHON	ピンチョン
PYNE	パイン
PYONGYANG	ピョンヤン
PYOTR	ピョートル
PYPIN	プイピン
PYRENEES	ピレネーサンミャク
QASSEM	カセム
QATAR	カタール
QUACH	コーク
QUACK	クワック
QUACKENBUSH	クェッケンブッシュ
QUADE	クエイド
QUADFLIEG	クワートフリーク
QUADRI	クァードリ
QUADROS	クアドロス
QUAGLIO	クアーリョ
QUAID	クウェイド
QUAIN	クェーン
QUANT	クワント
QUANTRILL	クワントリル
QUANTZ	クワンツ
QUARENGHI	クアレンギ
QUARITCH	クォーリッチュ
QUARLES	クアレルズ
QUARTARARO	クォータラーロ
QUARTERMAINE	クォーターメイン
QUASEM	カッサム
QUASIMODO	クァジーモド
QUAST	クワスト
QUAY	クウェイ
QUAYLE	クウェイル
QUEBEC	ケベック
QUEEN	クイーン
QUEENS	クイーンズ
QUEIROZ	ケイロース
QUELLINUS	クェリヌス
QUENEAU	クノー
QUENNELL	クエネル
QUENNET	クエネット
QUENSTEDT	クウェンシュテット
QUENTAL	ケンタル
QUENTIN	クェンティン
QUERCIA	クェルチア
QUERIDO	ケリードー
QUESADA	ケサダ
QUESNAY	ケネー
QUESNEL	ケネル
QUICHERAT	キシュラ
QUICK	クイック
QUIDOR	キドール
QUIGLEY	キグリー
QUILICI	クイリチ
QUILL	クイル
QUILTER	クイルター
QUIMBY	クインビー
QUIN	クイン
QUINAULT	キノー
QUINBY	クインビー
QUINCKE	クインケ
QUINCY	クインシ
QUINE	キーン
QUINET	キネ
QUINLAN	クインラン
QUINN	クイン
QUINNELL	クィネル
QUINTANA	キンタナ
QUINTON	クイントン
QUIRK	クワーク
QUIROGA	キローガ
QUISLING	クビスリング
QUITO	キト
QURESHI	クレーシー
RAABE	ラーベ
RABAN	レイバン
RABAT	ラバト
RABAUT	ラボー
RABEL	ラベル
RABELAIS	ラブレー
RABEMANANJARA	ラベマナンジャラ
RABENSCHLAG	ラーベンシュラーク
RABESAHALA	ラベサハラ
RABI	ラビ
RABIN	ラビン
RABINOVICH	ラビノビチ
RABINOWITZ	ラビノビッツ
RABINS	ラビンズ
RABORN	レイボーン
RABUSHKA	ラブシュカ
RACAN	ラカン
RACE	レース
RACHEL	ラッシェル
RACHLIN	ラクリン
RACHMAN	ラックマン
RACINE	ラシーヌ
RACINET	ラシネ
RACIOPPI	ラチョッピ
RACKHAM	ラッカム
RADA	ラダ
RADBRUCH	ラートブルフ
RADCLIFFE	ラドクリフ
RADEMACHER	ラーデマッヘル
RADER	レイダー
RADFORD	ラドフォード
RADHA	ラダ
RADIN	レディン
RADISSON	ラディソン
RADIUM	ラジウム
RADLEY	ラドリー
RADNER	ラドナー
RADOSLAVOV	ラドスラーボフ
RADU	ラドゥ
RADWAN	リドワーン
RADWANSKI	ラドワンスキー
RAEBURN	レイバーン
RAEDER	レーダー
RAFAEL	ラファエル
RAFANELLI	ラファネルリ
RAFFLES	ラッフルズ
RAFIK	ラフィク
RAFN	ラブン
RAFT	ラフト
RAFTER	ラフター
RAGHAVAN	ラガバン
RAGLAN	ラグラン
RAGSDALE	ラグスデール
RAGUET	ラゲ
RAGUIN	ラガン
RAGUSA	ラグーザ
RAHAL	ラハル
RAHBEK	ラーベク
RAHMAN	ラーマン
RAHN	ラーン
RAHNER	ラーナー
RAIF	ライフ
RAIFFEISEN	ライフアイゼン
RAIJA	ライヤ
RAIKOV	ライコフ
RAIM	レイム
RAIMO	ライモ
RAIMOND	レイモン
RAIN	レイン
RAINALDI	ライナルディ
RAINE	レイン
RAINER	ライナー
RAINEY	レイニイ
RAINIS	ライニス
RAINS	レインズ
RAINWATER	レインウォーター
RAINY	レーニ
RAIS	レー
RAISA	ライサ
RAIZMAN	ライズマン
RAJ	ラジ
RAJAI	ラジャイ
RAJCHMAN	ライクマン
RAJESH	ラジェッシュ
RAJIV	ラジブ
RAJNA	ライナ
RAJTER	ライテル
RAJU	ラジュ
RAKEL	ラケル
RAKHIMOV	ラヒーモフ
RAKHLIN	ラフリン
RAKHMANINOV	ラフマニノフ
RAKOTOMALALA	ラコトマララ
RAKOWSKA	ラコウスカ
RALF	ラルフ
RALPH	ラルフ
RALSTON	ラルストン
RAM	ラム
RAMA	ラマ
RAMACHANDRAN	ラマチャンドラン
RAMADHAN	ラマダン
RAMAKANT	ラマカント
RAMAMURTI	ラーマムールティ
RAMAN	ラマン
RAMANA	ラマナ
RAMANANDA	ラマナンダ
RAMANUJAN	ラマヌジャン
RAMBACH	ランバック
RAMBAUD	ランボー
RAMBERG	ランベルク
RAMBERT	ランバート
RAMBO	ランボー
RAMDOHR	ラムドール
RAMEAU	ラモー
RAMIN	ラミン
RAMIREZ	ラミレス
RAMIRO	ラミロ
RAMIZ	ラミズ
RAMMING	ラミング
RAMO	ラモー
RAMON	ラモン
RAMONA	ラモナ
RAMOND	ラモンド
RAMOS	ラモス
RAMPA	ランパ
RAMPAL	ランパル
RAMS	ラムス
RAMSAUER	ラムザウアー
RAMSAY	ラムゼイ
RAMSDEN	ラムスデン
RAMSEWAK	ラムセワク
RAMSEY	ラムジー
RAMSTEDT	ラムステッド
RAMUS	ラムス
RAMUSIO	ラムージオ
RAMUZ	ラミュ
RANA	ラナ
RANADIVE	ラナディベー
RANAIVO	ラナイボ
RANALD	ラナルド
RANASINGHE	ラナシンハ
RAND	ランド
RANDAL	ランダル
RANDALL	ランダル
RANDELL	ランデル
RANDERS	ランデルス
RANDLE	ランドル
RANDOLF	ランドルフ
RANDOLPH	ランドルフ
RANDY	ランディ
RANEY	レーニー
RANGANATHAN	ランガナタン
RANGER	ランジェ
RANGOON	ラングーン
RANIERI	ラニェーリ
RANINGER	ラニンガー
RANJIT	ランジット
RANKIN	ランキン
RANKINE	ランキン
RANKL	ランケル
RANKOVIC	ランコビッチ
RANSOM	ランサム
RANSOME	ランサム
RANTA	ランタ
RAO	ラオ
RAPACKI	ラパツキー
RAPAILLE	ラパイユ
RAPAPORT	ラパポート
RAPHAEL	ラファエル
RAPIN	ラピン
RAPISARDI	ラピサルディ
RAPOPORT	ラパポート
RAPP	ラップ
RAPPAPORT	ラッパポート
RAPPARD	ラパール
RAPPE	ラッペ
RAPPENEAU	ラプノー
RAPPOLD	ラポルド
RAPTIS	ラプティス
RASA	ラーザ
RASCH	ラッシュ
RASCHIG	ラシヒ
RASHID	ラシッド
RASIN	ラシーン
RASKIN	ラスカン
RASMUSSEN	ラスマッセン
RASP	ラスプ
RASPAIL	ラスパイユ
RASPE	ラスペ
RASPUTIN	ラスプーチン
RASTETTER	ラステッター
RATCLIFF	ラトクリフ
RATCLIFFE	ラトクリフ
RATHBONE	ラスボン
RATHENAU	ラーテナウ
RATHER	ラザー
RATHJEN	ラスジェン
RATHJENS	ラチェンス
RATJEN	ラートイェン
RATNER	ラトナー
RATTALINO	ラッタリーノ
RATTIGAN	ラティガン
RATZENHOFER	ラッツェンホーファー
RATZINGER	ラッツィンガー
RAU	ラウ
RAUCH	ラウフ
RAUCHEISEN	ラウハイゼン
RAUCHER	ローチャー
RAUDSEPP	ロードセップ
RAUF	ラウフ
RAUGEL	ロージェル
RAUL	ラウル
RAUMER	ラウマー
RAUP	ラウプ
RAUPACH	ラウパッハ
RAUS	ラウス
RAUSCHENBUSCH	ラウシェンブッシュ
RAUSCHNING	ラウシュニング
RAUTAVAARA	ラウタバーラ
RAUTIO	ラウティオ
RAVEGNANI	ラベニャーニ
RAVEL	ラベル
RAVEN	レイブン
RAVENSCROFT	レブンズクロフト
RAVERA	ラベーラ
RAVERAT	ラベラ
RAVI	ラビ
RAVILA	ラビラ
RAVIN	ラビン
RAVINDRA	ラビンドラ
RAWDON	ロードン
RAWLINGS	ローリングス
RAWLINSON	ローリンソン
RAWLS	ラウルズ
RAWSON	ローソン
RAWSTHORNE	ロースソーン
RAY	ライ
RAYA	ラヤ
RAYAN	ライアン
RAYBOULD	レイボールド
RAYBURN	レイバーン
RAYE	レイ
RAYMOND	レイモン
RAYNAUD	レーノー
RAYNER	レイナー
RAYNES	レインズ
RAYNOLDS	レイノルズ
RAYNOUARD	レーヌアール
RAYSKI	ライスキ
RAZIN	ラージン
RAZMARA	ラズマラ
RAZUMOVSKY	ラズモフスキー
RE	レー
READ	リード
READE	リード
READER	リーダー
READING	リーディング
REAGAN	レーガン
REALI	レアーリ
REARDON	リアドン
REAVES	リーブス
REAVIS	レビス
REAY	リーアイ
REBECCA	レベッカ
REBER	リーバー
REBORA	レーボラ
REBOUL	ルブール
REBREANU	レブリヤヌ
RECK	レック
RECKLINGHAUSEN	レックリングハウゼン
RECLAM	レクラム
RECORDE	レコード
RECTOR	レクター
RED	レッド
REDD	レッド
REDDAWAY	レダウェイ
REDDIE	レディ
REDDING	レディング
REDDY	レディ
REDESDALE	レデスデール
REDFIELD	レッドフィールド
REDFORD	レッドフォード
REDGRAVE	レッドグレーブ
REDHEAD	レッドヘッド
REDLICH	レートリヒ
REDMAN	レッドマン
REDMOND	レドモンド
REDON	ルドン
REE	レー
REECE	リース
REED	リード
REEDER	リーダー
REEL	リール
REEVE	リーブ
REEVES	リーブス
REFICE	レフィーチェ
REG	レジ
REGAN	リーガン
REGAZZONI	レガッツォーニ
REGE	リージ
REGER	レーガー
REGGIANI	レッジャーニ
REGGIE	レジー
REGINA	レジーナ
REGINALD	レジナルド
REGINE	レギーネ
REGIOMONTANUS	レギオモンタヌス
REGIS	レジス
REGNART	ルニャール
REGOYOS	レゴイオス
REGULES	レグレス
REHAK	リハーク
REHAN	レーアン
REHBERG	レーベルク
REHBINDER	レービンダー
REHM	レーム
REHN	レーン
REHNQUIST	レンキスト
REICH	ライク
REICHA	ライハ
REICHARDT	ライハルト
REICHEL	ライヘル
REICHELT	ライヒェルト
REICHENBACH	ライケンバック
REICHENBERGER	ライヘンベルガー
REICHENOW	ライヘノー
REICHERT	ライヘルト
REICHL	ライシェル
REICHLEN	レシュレン
REICHLER	ライクラー
REICHMANN	ライヒマン
REICHSTEIN	ライヒシュタイン
REICHWEIN	ライヒバイン
REID	ライド
REIDAR	レイダル
REIDEMEISTER	ライデマイスター
REIF	ライフ
REIFSNIDER	ライフスナイダー
REIGER	レイガー
REIL	ライル
REILLY	ライリ
REILY	ライリー
REIMANN	ライマン
REIMAR	ライマー
REIMER	ライマー
REIMERS	ライマース
REIMOLD	レイモルド
REIN	ライン
REINACH	ライナハ
REINARTZ	ライナルツ
REINAUD	レーノー
REINBERG	レンベール
REINBERGER	ラインベルガー
REINECKE	ライネッケ
REINER	ライナー
REINERS	ライネルス
REINES	ライネス
REINFELD	ラインフェルド
REINGOLD	レインゴールド
REINHARD	ラインハルト
REINHARDT	ラインハルト
REINHART	ラインハルト
REINHOLD	ラインホルト
REINICK	ライニク
REINIGER	ライニガー
REINING	ライニング
REININGER	ライニンガー
REINKE	ラインケ
REINKENS	ラインケンス
REINL	ラインル
REINMAR	ラインマー
REINOSO	レイノーソ
REINSCH	ラインシュ
REIS	ライス
REISCHAUER	ライシャウアー
REISER	ライザー
REISIG	ライシッヒ
REISKE	ライスケ
REISMAN	ライスマン
REISNER	ライスナー
REISS	ライス
REISSER	ライサー
REISZ	ライス
REIT	ライト
REITER	ライター
REITZ	ライツ
REITZENSTEIN	ライツェンシュタイン
REIZENSTEIN	ライツェンシュタイン
REIZOV	レイゾフ
REJTO	レイト
REKUNKOV	レクンコフ
RELEIGH	ローリー
REM	レム
REMAGEN	レマーゲン
REMBRANDT	レンブラント
REMEDIOS	レメディオス
REMER	リマー
REMEZOV	レーメゾフ
REMINGTON	レミングトン
REMIZOV	レーミゾフ
REMNANT	レムナント
REMO	レモ
REMSEN	レムゼン
REMY	レミー
RENAN	ルナン
RENARD	ルナール
RENART	ルナール
RENATA	レナータ
RENATO	レナート
RENAUD	ルノー
RENAUDET	ルノーデ
RENAUDOT	ルノード
RENAULD	レノード
RENAULT	ルノー
RENDALL	レンダル
RENDANO	レンダーノ
RENDELL	レンデル
RENE	ルネ
RENEE	リニー
RENESSE	レネッセ
RENEVIER	ルヌビエ
RENFREW	レンフルー
RENGER	レンガー
RENGSTORF	レングシュトルフ
RENN	レン
RENNELL	レンネル
RENNER	ラナー
RENNERT	レンネルト
RENNIE	レニー
RENOIR	ルノアール
RENOU	ルヌー
RENOUARD	ルヌアール
RENOUF	リヌーフ
RENOUVIER	ルヌービエ
RENOUVIN	ルヌーバン
RENOUX	ルヌー
RENOVICA	レノビツァ
RENTO	レナート
RENU	レーヌ
RENWICK	レンウィック
RENZO	レンゾ
REPIN	レーピン
REPNIN	レプニン
REPPE	レッペ
REPPEL	レッペル
REPTON	レプトン
REQUEJO	レケホ
RESCH	レッシュ
RESCHIGLIAN	レスキリアン
RESHETIN	レシェティン
RESHETNIKOV	レシェートニコフ
RESHETOV	レシェトフ
RESNAIS	レネ
RESNICK	レスニク
RESNIK	レズニック
RESPIGHI	レスピーギ
RESSNER	レスナー
RESTAK	レスタック
RESTON	レストン
RESTOUT	レストウ
RETANA	レタナ
RETHBERG	レートベルク
RETZ	レス
RETZIUS	レツィウス
REUBEN	ルービン
REUCHLIN	ルクラン
REUNION	リユニオン
REUSCH	ロイシュ
REUSS	ルース
REUTER	ロイター
REUTHER	ルーサー
REUTLINGER	ロイトリンガー
REVEL	ルベル
REVENTLOW	レーベントロー
REVERDY	ルベルディ
REVERE	リビア
REVES	リーブズ
REVON	ルボン
REVUELTAS	レブエルタス
REWALD	リウォルド
REWI	ルイ
REX	レックス
REY	リイ
REYER	レイエ
REYES	レイエス
REYKJAVIK	レイキャビク
REYNARDSON	レイナードソン
REYNAUD	レーノー
REYNER	レイナー
REYNOLD	レイノルド
REYNOLDS	レイノルズ
REYS	ライス
REZA	レーザ
REZANOV	レザーノフ
REZKOVA	レジコワ
REZLER	レズレル
REZNICEK	レズニチェク
REZNIKOV	レズニコフ
RHEIMS	ランス
RHEINBERGER	ラインベルガー
RHETA	リタ
RHINE	ライン
RHINELANDER	ラインランダー
RHOADES	ロウズ
RHOADS	ローズ
RHODERICK	ロディリック
RHODES	ロウズ
RHONDDA	ロンダ
RHYNE	ライネ
RIAL	リアル
RIAN	ライアン
RIAZ	リヤーズ
RIBAR	リバル
RIBBENTROP	リッベントロップ
RIBEIRO	リベイロ
RIBER	リーバー
RIBERA	リベラ
RIBES	リブ
RIBICOFF	リビコフ
RIBOT	リボー
RICARD	リカード
RICARDO	リカルド
RICASOLI	リカーソリ
RICCATI	リッカーティ
RICCI	リッチ
RICCIARELLI	リッチャレルリ
RICCIO	リッチオ
RICCIOLI	リッチョーリ
RICE	ライス
RICH	リッシュ
RICHARD	リシャール
RICHARDS	リチャーズ
RICHARDSON	リチャードソン
RICHART	リチャード
RICHELIEU	リシュリュー
RICHEPIN	リシュパン
RICHER	リシェ
RICHERT	リチャート
RICHET	リシェ
RICHIE	リチー
RICHMAN	リッチマン
RICHMOND	リッチモンド
RICHTER	リクター
RICIGLIANO	リシグリアーノ
RICKARD	リカード
RICKEN	ライケン
RICKETTS	リッケツ
RICKMAN	リックマン
RICKY	リッキー
RICO	リコ
RICOU	リク
RIDDELL	リデル
RIDDER	リッデル
RIDDERBUSCH	リッダーブッシュ
RIDDICK	リディック
RIDDLE	リドル
RIDE	ライド
RIDEAL	リディール
RIDEL	リデル
RIDEOUT	リドー
RIDGEWAY	リッジウェイ
RIDGWAY	リッジウェイ
RIDINGER	リーディンガー
RIDLER	リドラー
RIDLEY	ライドレー
RIDOLFI	リドルフィ
RIEBEECK	リーベック
RIEBENSAHM	リーベンスアーム
RIEBER	リーベ
RIED	リード
RIEDEL	リデール
RIEFENSTAHL	リーフェンシュタール
RIEFLING	リーフリング
RIEGEL	リーゲル
RIEGER	リーガー
RIEGL	リーグル
RIEHM	リーム
RIEL	リエル
RIEMENSCHNEIDER	リーメンシュナイダー
RIEMER	リーマー
RIEMERSCHMID	リーメルシュミット
RIEN	リーン
RIENZI	リエンツィ
RIESMAN	リースマン
RIETSCHEL	リーチェル
RIETVELD	リートフェルト
RIEU	リュ
RIFBJERG	リフビエア
RIFKIN	リフキン
RIGA	リガ
RIGAUD	リゴー
RIGAUT	リゴー
RIGBY	リグビー
RIGGS	リッグス
RIGHELLI	リゲッリ
RIGHI	リーギ
RIGHTER	ライター
RIGUTTO	リグット
RIIS	リース
RIJAVEC	リヤベク
RIKA	リカ
RILEY	ライリ
RILWANU	リルワヌ
RIM	リム
RIMLER	リムラー
RIMPAU	リンパウ
RINALDI	リナルディ
RINAUDO	リナウド
RINCHEN	リンチェン
RINDLER	リンドラー
RINEHART	ラインハート
RING	リング
RINGEISSEN	リンガイセン
RINGER	リンガー
RINGI	リンギィ
RINGO	リンゴ
RINNE	リンネ
RINTZLER	リンツラー
RINUCCINI	リヌッチーニ
RIO	リオ
RIORDAN	リアダン
RIOS	リオス
RIP	リップ
RIPA	リッパ
RIPERT	リペール
RIPLEY	リプリ
RIPON	リポン
RIPPE	リップ
RIPPER	リッパー
RIPPERT	リッペルト
RIPPL	リップル
