A BOMB	เอบอมบ์
STONEHOUSE	สโตนเฮาส์
STONEMAN	สโตนเมิน
STONER	สโตเนอร์
STONESTREET	สโตนสตรีต
STONEWARE	สโตนแวร์
STONEY	สโตนีย์
STOP	สต็อป
STOPOVER	สตอปโอเวอร์
STORCH	สต็อร์ก
STORE	สตอร์
STORER	สตอเรอร์
STOREY	สตอรี่ย์
STORM	สตอร์ม
STORMONT	สตอร์เมานต์
STORMS	สตอมส์
STORRIE	สตอร์รี่
STORRS	สตอร์ส
STORY BOARD	สตอรีบอร์ด
STOSS	สตอสส์
STOTHARD	สตอเทิร์ด
STOTT	สต็อต
STOTZ	สต็อตส์
STOUGH	สตอฟ
STOUGHTON	สโตเติ้น
STOURTON	สตุร์เติ้น
STOUT	สเตาต์
STOVALL	สโตวัล
STOVER	สโตเวอร์
STOW	สโตว์
STOWE	สโตว์
STOWELL	สตอเวลล์
STOWERS	สโตเอิร์ส
STRACHEY	สเตรชีย์
STRADBROKE	สแตรดโบรก
STRADELLA	สตราเดลลา
STRADLING	สแตร็ดลิ่ง
STRAHLER	สตราห์เลอร์
STRAHM	สตราม
STRAIGHT	สเตรต
STRAIN	สเตรน
STRAIT	สเตรต
STRAITS	สเตรตส์
STRAITS TIMES	สเตรตสไทม์
STRAKE	สเตรก
STRANAHAN	สแตรเนอแฮน
STRAND	สแตรนด์
STRANG	สแตรง
STRANGE, CURTIS	สเตรนจ์, เคอร์ติส
STRANGELOVE	สเตรงกัลลัฟ
STRANGEWAY	สเตนจ์เวย์
STRANGWAYS	สแตรงเวย์ส
STRANKS	สแตร็งก์ส
STRASSBURG	สตราสบูร์ก
STRASSBURGER	สแตร็สเบอร์เกอร์
STRASSER	สแตรสเซอร์
STRATFORD	สแตรตเฟิร์ด
STRATH	สตราท
STRATHCLYDE	สแต็ทไคลด์
STRATHCONA	สแตรทโคน่า
STRATHDEE	สแตรทดี้
STRATHERN	สตาเทิร์น
STRATHSPEY	สแตรทสปี้
STRATOCUMULUS	สตราโตคิวมูลัส
STRATON	สแตรเติ้น
STRATOPAUSE	สแตรโทพอส
STRATOSPHERE	สตราโตสเฟียร์
STRATTON	สแตรตเติ้น
STRATUS	สเตรตัส
STRAUB	สเตราบ์
STRAUBE	สเตราบ์
STRAUS	สเตราส์
STRAUSS, JOHANN	สเตราส์, โยฮันน์
STRAUSS, RICHARD	สเตราส์, ริชาร์ด
STRAVINSKY	สตราวินสกี
STRAVINSKY, IGOR	สตราวินสกี, อีกอร์
STRAW	สตรอว์
STRAWBERRY	สตรอว์เบร์รี
STRAWBRIDGE	สตรอบริจ
STRAYER	สเตรย์เออร์
STREAKER	สตีกเคอร์
STREAMER	สตรีเมอร์
STREATOR	สตรีเตอร์
STREBEL	สเตรเบิล
STRECKER	สเตรกเคอร์
STREET	สตรีต
STREETER	สตรีเตอร์
STREICHER	สไตเคอร์
STREIT	สไตรต์
STRENG	สเตรง
STREPTOCOCCUS	สเตรปโทคอกคัส
STREPTOMYCIN	สเตรปโทไมซิน
STRETCH	สเตรช
STRICKER	สตริกเคอร์
STRICKLAND	สตริกเลินด์
STRICKLAND, WILLIAM	สตริกแลนด์, วิลเลียม
STRICKLER	สตริกเลอร์
STRICT	สตริกต์
STRIDENT	สไตรเดนต์
STRIKE	สไตรก์
STRINDBERG	สตรินด์เบิร์ก
STRINDBERG, AUGUST	สตรินด์เบิร์ก, ออกัสต์
STRING	สตริง
STRING QUARTET	สตริงควอร์เทต
STRINGER	สตริงเกอร์
STRINGFELLOW	สตริงเฟลโล
STRINGFIELD	สตริงฟิลด์
STRINGHAM	สตริงแฮม
STRINKLER	สตริงก์เลอร์
STRIP	สตริป
STRIPLING	สตริปปลิ่ง
STRITCH	สตริฟ
STRITTMATTER	สตริตเมิตเตอร์
STROBE	สโตรบ
STROBEL	สโตรเบิล
STROBILUS	สตรอบิลัส
STROBOSCOPE	สตรอโบสโกป
STRODE	สโตรด
STROH	สโตร
STROHM	สโตรม
STROHMEIER	สโตรไมเออร์
STROKE	สโตรก
STROKES	สโตกส์
STROM	สตรัม
STROMA	สโตรมา
STROMBERG	สตรัมเบิร์ก
STROMBOLI	สตรอมโบลี
STRONACH	สตรอนเนิ่ก
STRONG	สตรอง
STRONG DRINK	สตรองดริง
STRONGE	สตรอนจ์
STRONTIUM	สตรอนเชียม
STROOK	สตู๊ก
STROPHE	สโตรฟี
STROTHER	สตรัทเทอร์
STROUP	สตรูป
STROUSE	สเตราส์
STROUT	สเตราต์
STRUBE	สตรู๊บ
STRUBLE	สตรูเบิล
STRUCK	สตรัก
STRUDWICK	สตั๊ดวิก
STRUGGLES	สตั๊กเกิลส์
STRUGNELL	สตรักเนิล
STRUIK	สตรูอิก
STRUM	สตรัม
STRUNK	สตั๊งก์
STRUTHERS	สตราเทิร์ส
STRUTT	สตรัตต์
STRUTZ	สตั๊ตส์
STRYCHNINE	สตริกนิน
STRYKER	สไตรเคอร์
STUART	สจวต
STUBBING	สตั๊บบิ่ง
STUBBLEFIELD	สตั๊บเบิลฟิลด์
STUBBS	สตับส์
STUCK	สตัก
STUCKEY	สตักคี่
STUCKY	สตักกี้
STUDD	สตัดด์
STUDEBAKER	สตูเดอเบเคอร์
STUDIO	สตูดิโอ
STUDY	สตัดดี้
STUFF	สตัฟฟ์
STUHR	สเตอร์
STUIT	สตูอิต
STUKELY	สตู๊กลี่
STULL	สตัล
STULTS	สตัลต์ส
STUMP	สตัมป์
STUNDER	สตันเดอร์
STUNT	สตันต์
STUNT DOUBLE	สตันต์ดับเบิล
STUNTMAN	สตันต์แมน
STUNTWOMAN	สตันต์วูแมน
STURDY	สเตอร์ดี่
STURGE	สเติร์จ
STURGEON	สเตอร์เจิ้น
STURGES	สเตอร์จิส
STURGIS	สเตอร์จิส
STURM	สเติร์ม
STURROCK	สตอร์เริ่ก
STURT	สเติร์ต
STURTEVANT	สเตอร์ตาเวินต์
STUTSMAN	สตั๊ตส์เมิ่น
STUTTS	สตัตส์
STUYVESANT	สไตเวอเซิ่นต์
STV	เอสทีวี
STYLE	สไตล์
STYLES	สไตล์ส
STYLIST	สไตลิสต์
SUBADIABATIC	ซับแอเดียแบติก
SUBCONTRACTOR	ซับคอนแทรกเตอร์
SUBIC	ซูบิก
SUBLETTE	ซับเล็ต
SUBMARINE	ซับมารีน
SUBNORMAL	ซับนอร์แมล
SUBROUTINE	ซับรูทีน
SUBSEQUENT	ซับซีเควนต์
SUBSHELL	ซับเชลล์
SUBSIDENCE	สับสิเดนท์
SUBSTRATE	ซับสเตรต
SUBSTRATUM	ซับสตราตัม
SUBTANGENT	ซับแทนเจนต์
SUBTITLE	ซับไตเติล
SUBWAY	ซับเวย์
SUBWOOFER	ซับวูฟเฟอร์
SUCCESSION	ซักเซสชัน
SUCCORY	ซักคอรี
SUCCULENT	ซักคิวเลนต์
SUCH	ซัช
SUCHANEK	ซาเคอนิก
SUCHER	ซัตเชอร์
SUCKLING	ซักกลิ่ง
SUCROSE	ซูโครส
SUCTION	ซักชัน
SUDBURY	ซัดแบรี่
SUDDUTH	ซัดเดิท
SUE	ซู
SUES	ซูส์
SUESSE	ซูสส์
SUEZ	สุเอซ
SUFFOLK	ซัฟฟอล์ก
SUFFRAGAN	ซัฟฟราเกิ้น
SUGAR	ชูเกอร์
SUGAR BEET	ชูการ์บีต
SUGARMAN	ชูเกอร์เมิน
SUGDEN	ซักเดิ่น
SUGG	ซัก
SUGHRUE	ซารู
SUHARTO	ซูฮาร์โต
SUHR	ซูร์
SUIT	สูท
SUITE	สวีต
SUITS	ซูตส์
SUKER	ซูเคอร์
SUKI	สุกี้
SUKI YAKI	สุกียากี้
SUKIYAKI	สุกียากี้
SULAK	ซูเลิก
SULFA	ซัลฟา
SULFADIAZINE	ซัลฟาไดอะซีน
SULFUR BACTERIA	ซัลเฟอร์แบคทีเรีย
SULFUR DENITRIFYING BACTERIA	ซัลเฟอร์ดีไนทริฟายอิงแบคทีเรีย
SULFURIC	ซัลฟิวริก
SULIMAN	วูลีเมิ่น
SULIT	ซูลิต
SULLIVAN	ซัลลิแวน
SULLIVAN, LOUIS HENRY	ซัลลิแวน, หลุยส์ เฮนรี
SULLY	ซัลลี่
SULPHADIAZINE	ซัลฟาไดอะซีน
SULPHATE	ซัลเฟต
SULPHUR	ซัลเฟอร์
SULPHURIC	ซัลฟิวริก
SULTAN	สุลต่าน
SULTANA	ซัลทานา
SULTE	ซัลต์
SULU	ซูลู
SULZBERGER	ซัลต์สเบอร์เกอร์
SUM	ซัม
SUMAN	ซูเมิน
SUMATRA	สุมาตรา
SUMM	ซัม
SUMMARY	ซัมมารี
SUMMER	ซัมเมอร์
SUMMER, DONNA	ซัมเมอร์, ดอนนา
SUMMERFORD	ซัมเมอร์เฟิร์ด
SUMMERLIN	ซัมเมอร์ลิน
SUMMERS	ซัมเมอร์ส
SUMMERSON	ซัมเมอร์สัน
SUMMERVILLE	ซัมเมอร์วิล
SUMMIT	ซัมมิต
SUMNER	ซัมเนอร์
SUMNERS	ซัมเนิร์ส
SUMPTER	ซัมป์เตอร์
SUMRALL	ซัมเริล
SUMTER	ซัมเตอร์
SUNBORN	ซันบอเอิร์น
SUNDAE	ซันเด
SUNDAY	ซันเดย์
SUNDE	ซันด์
SUNDELL	ซันเดิล
SUNDER	ซันเดอร์
SUNDERLAND	ซันเดอร์เลินด์
SUNDSTROM	ซันด์สเตริม
SUNFISH	ซันฟิช
SUNFLOWER	ซันเฟลาว์เออร์
SUNG, KIM IL	ซุง, คิม อิล
SUNLIGHT	ซันไลต์
SUNNY-SIDE UP	ซันนีไซด์อัป
SUNSHINE	ซันไชน์
SUNT	ซุนต์
SUNUNU	เซอนูนู
SUPER	ซูเปอร์
SUPER HIGHWAY	ซูเปอร์ไฮเวย์
SUPER MAN	ซูเปอร์แมน
SUPER MARKET	ซูเปอร์มาร์เกต
SUPER STAR	ซูเปอร์สตาร์
SUPERCHARGE	ซูเปอร์ชาร์จ
SUPERCOMPUTER	ซูเปอร์คอมพิวเตอร์
SUPERFUND	ซูเปอร์ฟันด์
SUPERIOR	ซูพีเรียร์
SUPERMARKET	ซูเปอร์มาร์เกต
SUPERMICROCOMPUTER	ซูเปอร์ไมโครคอมพิวเตอร์
SUPERMINICOMPUTER	ซูเปอร์มินิคอมพิวเตอร์
SUPERSONIC	ซูเปอร์โซนิก
SUPERSTRUCTURE	ซูเปอร์สตรักเชอร์
SUPERVISOR	ซูเปอร์ไวเซอร์
SUPPER	ซัปเปอร์
SUPPLEMENT	ซัปพลิเมนต์
SUPPLIER	ซัปพลายเออร์
SUPPLY	ซัปพลาย
SUPPORT	ซัปพอร์ต
SUPREME	ซูพรีม
SUPREMUM	ซูพรีมัม
SUR	เซอร์
SURA	ซุร่า
SURAZO	ซูราโซ
SURD	เซิร์ด
SURE	ชัวร์
SURE THING	ชัวร์ติง
SURF	เซิร์ฟ
SURFACE	เซอร์เฟิส
SURFBOARD	เซิร์ฟบอร์ด
SURINA	ซุรีน่า
SURINAM	สุรินัม
SURINAME	ซูรินาเม
SURPLICE	เซอร์ไพลส์
SURREY	เซอร์เรย์
SURROUND	เซอราวนด์
SURTEES	เซอร์ตีส
SURUT	ซูรัต
SURVEY	เซอร์เวย์
SUSAN	ซูซาน
SUSANNA	ซูซานนา
SUSANNAH	ซูแซนนาห์
SUSANS	ซูเซิ่นส์
SUSIE	ซูซี
SUSMAN	ซัสเมิ่น
SUSPENSOID	ซัสเพนซอยด์
SUSSEX	ซัสเซกซ์
SUSSMAN	ซัสเมิ่น
SUTCLIFFE	ซัตคลิฟ
SUTER	ซูเตอร์
SUTHERLAND	ซัทเทอร์แลนด์
SUTHERLIN	ซาเทอร์ลิน
SUTPHEN	ซัตเฟิ่น
SUTPHIN	ซัตฟิน
SUTRO	ซูโทร
SUTTER	ซัตเตอร์
SUTTLE	ซัตเติ้ล
SUTTON	ซัตตัน
SUVA	ซูวา
SUVERO, MARK DI	ซูเวโร, มาร์ก ดี
SUZANE	ซูเซน
SUZANNE	ซูซาน
SUZY	ซูซี
SV	เอสวี
SVAHN	สแวน
SVANTE	สวันเต
SVENSON	สเวนสัน
SVI	เอสวีไอ
SVR	เอสวีอาร์
SWAIM	สเวม
SWAIN	สเวน
SWALES	สเวลส์
SWALLOW	สวอลโลว์
SWAN	สวอน
SWANEY	สวอนีย์
SWANK	สแวงก์
SWANN	สวัน
SWANSEA	สวอนซี
SWANSON	สวอนสัน
SWANWICK	สวอนวิก
SWARBRICK	สวอร์บริก
SWART	สวอร์ต
SWARTZ	สวอร์ตส
SWASEY	สวาซีย์
SWASH	สวอช
SWAT	สวาต
SWAYNE	สเวน
SWAYZE	สเวย์ส
SWAZI	สวาซี
SWAZILAND	สวาซิแลนด์
SWEARINGEN	สแวริงเอิ้น
SWEATER	สเวตเตอร์
SWEDE	สวีด
SWEDEN	สวีเดน
SWEENEY	สวีนีย์
SWEENY	สวีนี่
SWEET PICKLE	สวีตพิกเกิล
SWEET WILLIAM	สวีตวิลเลียม
SWEETHEART	สวีตฮาร์ต
SWEETIE	สวีตตี
SWEETLAND	สวิตเลินด์
SWEETMAN	สวีทเมิน
SWEETMEAT	สวีตมีต
SWEETS	สวีตส์
SWEEZY	สวีซี่
SWEITZER	สไวต์เซอร์
SWELL	สเวลล์
SWEM	สเวม
SWETT	สเวต
SWETTENHAM	สเวตตินเฮิม
SWICK	สวิก
SWIDERSKI	สวีเดอร์สกี้
SWIERS	สไวเอิร์ส
SWIFT	สวิฟต์
SWIFT, JONATHAN	สวิฟต์, โจนาทาน
SWIN	สวิน
SWINBURNE	สวินเบิร์น
SWINDELL	สวินเดล
SWINDELLS	สวินเดลส์
SWINDLER	สวินเดอเลอร์
SWINDON	สวินเดิน
SWINFORD	สวินเฟิร์ด
SWING	สวิง
SWINGLE	สวิงเกิล
SWINK	สวิงก์
SWINT	สวินต์
SWINTON	สวินเติ้น
SWIPES	สไวปส์
SWIRE	สไวร์
SWISHER	สวีเชอร์
SWISS	สวิส
SWITCH	สวิตช์
SWITCHING	สวิตชิ่ง
SWITHIN	สวิเทิน
SWITZER	สวิตเซอร์
SWITZERLAND	สวิตเซอร์แลนด์
SWOFFORD	สวอฟเฟิร์ด
SWORD	ซอร์ด
SWORDS	ซอดส์
SYBIL	ซิบิล
SYDENHAM	ซีเดินเฮิม
SYDNEY	ซิดนีย์
SYDOW	ซีโดว์
SYENITE	ไซอีไนต์
SYKES	ไซก์ส
SYLVAINE	ซิลเวน
SYLVANA	ซิลแวน่า
SYLVANITE	ซิลวาไนต์
SYLVANUS	ซีลเวอนิส
SYLVESTER	ซิสเวสเตอร์
SYLVIE	ซิลวี
SYLVITE	ซิลไวต์
SYME	ไซม์
SYMEON	ซีมีเอิน
SYMES	ไซมึส
SYMINGTON	ซีมิงเติ้น
SYMON	ซีเมิน
SYMONDS	ซีเมินด์
SYMONS	ซีเมินส์
SYMPATHETIC	ซิมพาเทติก
SYMPHONY	ซิมโฟนี
SYMPOSIUM	ซิมโพเซียม
SYNC	ซิงก์
SYNCHROMESH	ซิงโครเมช
SYNCHRONOUS	ซิงโครนัส
SYNCHROTRON	ซินโครตรอน
SYNDER	ซไนเดอร์
SYNDROME	ซินโดรม
SYNERGIC	ซิเนอร์จิก
SYNERGISM	ซินเนอร์ยิสซึม
SYNGE	ซินจ์
SYNNOTT	ซีเนิต
SYNON	เซอนอน
SYNOPTIC	ซีนอพติก
SYNTAX	ซินแทกซ์
SYPHILIS	ซิฟิลิส
SYPHON	ไซฟอน
SYPHYLIS	ซิฟิลิส
SYRAN	ซีเริ่น
SYRE	เซียร์
SYRIA	ซีเรีย
SYROS	ไซรอส
SYRUS	เซอเริส
SYSTEM	ซิสเทม
SZABO	ชาโบ
SZASZ	แชส
SZILARD	ชิลเลิร์ด
SZOKE	โชก
SZOPA	โชป้า
SZULC	ชอล์ก
SZYMCZAK	ชิมแช็ก
T-BONE STEAK	ทีโบนสเต็ก
T-SHIRT	ทีเชิร์ต
T-SQUARE	ทีสแควร์
TAAFFE	ทาฟ
TABASCO	ตาบาสโก
TABB	แท็บ
TABER	เทเบอร์
TABLE	เทเบิล
TABLE TENNIS	เทเบิลเทนนิส
TABLE TENNNIS	เทเบิลเทนนิส
TABOR	เทเบอร์
TACHEOMETER	แทคิโอมิเตอร์
TACHISME	ตาชิสม์
TACONITE	แทโคไนต์
TACTICS	แทกติกส์
TACTITE	แท็กไทต์
TAD	แทด
TADLOCK	แท็ดล็อก
TADWORTH	แทดเวิร์ท
TAEN	เทิน
TAFEL	แทฟเฟิล
TAFF	แทฟ
TAFONI	ตาโฟนี
TAFT	ทัฟต์
TAFT, WILLIAM HOWARD	ทัฟต์, วิลเลียม เฮาว์เอิร์ด
TAGART	แท็กการ์ต
TAGGART	แท็กเกิร์ต
TAGLIABUE	ทักเกลียบูเอ้
TAGORE, RABINDRANATH	ตะกอร์, ระพินทรนาถ
TAHITI	ตาฮิตี
TAIGA	ไทกา
TAIL	เทล
TAILOR	เทย์เลอร์
TAIN	เทน
TAINE	เทน
TAIPEI	ไทเป
TAIS	ทีเอไอเอส
TAIT	เทต
TAIWAN	ไต้หวัน
TAJIKISTAN	ทาจิกิสถาน
TAKE	เทก
TAKE CARE	เทกแคร์
TAKE HOME	เทกโฮม
TAKE OVER	เทกโอเวอร์
TAKEAWAY	เทกอะเวย์
TAKER	เทกเคอร์
TALBERT	แทลเบิร์ต
TALBOTT	แทลเบิต
TALBUT	ทัลบัต
TALCOTT	แทลเคิต
TALE	เทล
TALIBAN	ตาลิบัน
TALIESIN	ทอลีเซ่น
TALISMAN	แทลิสเมิน
TALK OF THE TOWN	ทอล์กออฟเดอะทาวน์
TALK SHOW	ทอล์กโชว์
TALLAHASSE	แตลลาแฮสซี
TALLANT	ทัลเลิ่นต์
TALLE	ทอลล์
TALLEY	แทลลีย์
TALLIN	ทาลลิน
TALLIS	แทลลิส
TALLMAN	ทอลเมิน
TALLULAH	แทลูล่า
TALLY	ทอลลี่
TALMADGE	แทลแม็จ
TALMAGE	แทลมิจ
TAMAR	แทมาร์
TAMARA	ทามารา
TAMARIND	แทมารีนด์
TAMAYO	ทามาโย
TAMBOURINE	แทมบูริน
TAMM	แทม
TAMMANY	แทมเมอนี่
TAMMY	แทมมี่
TAMPERING	แทมเปอริง
TAN	แทน
TANANARIVE	ทานานารีฟ
TANCOCK	แทนคัก
TANDEM	แทนเดิม
TANDLER	แทนด์เลอร์
TANDON	แทนเดิ่น
TANDY	แทนดี้
TANEY	เทนนี่ย์
TANGENT	แทนเจนต์
TANGO	แทงโก
TANGUAY	แทนเกอร์
TANGUY	ทังไก
TANK	แท็งก์
TANKA	ตังกา
TANKERSLEY	แทงเกอร์ลีย์
TANN	แทน
TANNER	แท็นเนอร์
TANNIN	แทนนิน
TANQUERAY	แทงเควอเรย์
TANS	แทนส์
TANSEY	แทนซีย์
TANTALITE	แทนทาไลต์
TANTALUM	แทนทาลัม
TANZER	แทนเซอร์
TAP	แทป
TAPE	เทป
TAPE DECK	เทปเดก
TAPESTRY	แทเพสทรี
TAPIOCA	แทปิโอกา
TAPLIN	แท็ปลิน
TAPPAN	แทปพัน
TAPPAS	แท็ปเปิส
TAPPER	แท็ปเปอร์
TAPPIN	แทปปิ้น
TAPPING	แท็ปปิ่ง
TAPPS	แท็ปส์
TAPSCOTT	แท็ปสเกิต
TARBELL	ทาร์เบล
TARCHER	ทาร์เชอร์
TARKINGTON, BOOTH	ทาร์คิงตัน, บูท
TARLETON	ทาร์ลเติ้น
TARN	ทาร์น
TARPLEY	ทาร์ปลีย์
TARR	ทาร์
TARRANT	ทาร์เริ่นต์
TARRY	แทรรี่
TART	ทาร์ต
TARVER	ทาร์เวอร์
TARZAN	ทาร์ซาน
TARZWELL	ทาร์สเวล
TASCA	ทัสค่า
TASCHEREAU	แทชีโร้
TASH	แทช
TASHJIAN	แทชเจี่ยน
TASK	ทาสก์
TASK BAR	ทาสก์บาร์
TASKER	แทสเคอร์
TASMAINIA	แทสเมเนีย
TASSIE	แท็สซี่
TASTY	เทสตี
TATAM	ทอเทิ่ม
TATAR	ตาตาร์
TATE	เทต
TATEM	แททิม
TATHAM	แทเทิ่ม
TATOM	แทเทิ้ม
TATOR	แทเตอร์
TATRO	แท็ตโทร
TATTERSALL	แท็ตเตอร์เซิล
TATTING	แทตติง
TATTNALL	แท็ตเนิล
TATTON	แทตเติ้น
TATUM	ทาทัม
TAU	เทา
TAUB	ทาวบ์
TAUBE	ท็อบ
TAUBER	เทาเบอร์
TAUBES	เทาบึส
TAUBMAN	เทาบ์เมิน
TAUCH	ทอช
TAUSSIG	เทาซิก
TAUTOMER	เทาโทเมอร์
TAVANI	เทวานี่
TAVARES	ทาวาเรส
TAVEL	ทัฟเวล
TAVERNE	ทาเวิร์น
TAVERNER	ทาเวอร์เนอร์
TAVISH	เทอร์วิช
TAVISTOCK	ทาวิสต็อก
TAWNEY	ทอนี่
TAXI	แท็กซี่
TAXI WAY	แท็กซี่เวย์
TAXIS	แท็กซี่ส์
TAYLER	เทย์เลอร์
TAYLOR, ELIZABETH	เทย์เลอร์, เอลิซาเบท
TAYLOR, JAMES	เทย์เลอร์, เจมส์
TAYLOR, ZACHARY	เทย์เลอร์, แซคารี
TAZE	เทส์
TAZEWELL	แท็สเวล
TBILISI	ทบิลิซี
TCHAIKOVSKY, PETER I.	ไชคอฟสกี, ปีเตอร์ ไอ.
TDRI	ทีดีอาร์ไอ
TDS	ทีดีเอส
TEA	ที
TEACH	ทีช
TEACHER	ทีชเชอร์
TEAD	ทีด
TEAGLE	ทีเกิล
TEAGUE	ทิ๊ก
TEAL	ทีล
TEALE	ทิล
TEAM	ทีม
TEAM PURSUIT	ทีมเปอร์ซูต
TEAM WORK	ทีมเวิร์ก
TEAMSTERS	ทีมสเตอร์
TEAMWORK	ทีมเวิร์ก
TEAR	เทียร์
TEARS	เทียส์
TEASDALE	ทีสเดล
TEBBUTT	เท็บเบิต
TECHNETIUM	เทคนีเชียม
TECHNIC	เทคนิค
TECHNICAL FOUL	เทกนิเคิลฟาวล์
TECHNICAL KNOCKOUT	เทกนิเคิลน็อกเอาต์
TECHNICIAN	เทคนิเชียน
TECHNICOLOR	เทคนิคัลเลอร์
TECHNIQUE	เทคนิค
TECHNOCRAT	เทคโนแครต
TECHNOLOGY	เทคโนโลยี
TED	เทด
TEDDER	เทดเดอร์
TEDDY	เทดดี
TEE	ที
TEE OFF	ทีออฟ
TEE SHIRT	ทีเชิร์ต
TEE-SHIRT	ทีเชิ้ต
TEECE	ทิส
TEEL	ทิล
TEELE	ทิล
TEEN-AGE	ทีนเอจ
TEENAGE	ทีนเอจ
TEETER	ทีตเทอร์
TEETERS	ตีเติร์ส
TEFLON	เทฟลอน
TEGEN	เทเจิ่น
TEHARAN	เตหะราน
TEHERAN	เตหะราน
TEHRAN	เตหะราน
TEICHMANN	ไทก์เมิน
TEIGEN	ไทเกิ้น
TEIL	ทิล
TEITELBAUM	ไทเติลเบาม์
TEKTITE	เทกไทต์
TEL	เทล
TELECINE	เทเลซีน
TELEGRAPH	เทเลกราฟ
TELEMATICS	เทเลแมติกส์
TELEX	เทเลกซ์
TELFER	เทลเฟอร์
TELFORD	เทลเฟิร์ด
TELIA	เทเลีย
TELL	เทลล์
TELLER	เทลเลอร์
TELLES	เทลส์
TELLEZ	เทลเลส
TELLING	เทลลิง
TELLURIUM	เทลลูเรียม
TELLUROMETER	เทลลูโรมิเตอร์
TELLY	เทลลี่
TELNET	เทลเนต
TELOPHASE	เทโลเฟส
TELOS	ทีลอส
TELVA	เทลว่า
TEMASEK HOLDING	เทมาเซกโฮลดิง
TEMIN	เทมิน
TEMPERED	เทมเปอร์
TEMPERLEY	เทมเปอร์ลีย์
TEMPEST	เทมเปสต์
TEMPLADA	เตมปลาดา
TEMPLAR	เทมพลาร์
TEMPLATE	เทมเพลต
TEMPLE	เทมเปิล
TEMPLEMAN	เทมเปิลเมิ่น
TEMPLER	เท็มเพอเลอร์
TEMPLETON	เทมเพิลเติน
TEMPLIN	เท็มพลิน
TEMPORALE	เทมโปราล
TEMPURA	เทมปุระ
TEN	เท็น
TENCH	เทนช์
TENDERLOIN	เทนเดอร์ลอยน์
TENDLER	เทนด์เลอร์
TENEDOS	เทเนดอส
TENENBAUM	เทเนินเบาม์
TENER	เทเนอร์
TENIMBAR	เตนิมบาร์
TENISON	เทนีสัน
TENNANT	เทนเนินต์
TENNANTITE	แทนแนนไทต์
TENNENT	เทเนิ่นต์
TENNESSEE	เทนเนสซี
TENNEY	เทนนี
TENNIEL	เทนนิล
TENNY	เทนนี
TENNYSON	เทนนิสัน
TENNYSON, ALFRED LORD	เทนนิสัน, อัลเฟรด ลอร์ด
TENO	เทโน
TENOR	เทนเนอร์
TENORIO	เทนอริโอ้
TENORITE	เทนอไรต์
TENSE	เทนส์
TENSOR	เทนเซอร์
TENT	เต็นท์
TEODORO	ทีโอดอโร
TEPER	ทีเพอร์
TEPHIGRAM	ทีฟีแกรม
TEPHRA	ทีฟรา
TEPPER	เท็ปเปอร์
TEQUILA	เทกีลา
TER	เตอร์
TERA	เทระ
TERABYTE	เทระไบต์
TERAI	เตราย
TERATOGEN	เทอราโทเจน
TERATOGENESIS	เทอราโทเจนิซิส
TERATOGENICITY	เทอราโทเจนิซิตี
TERBIUM	เทอร์เบียม
TERENCE	เทเรนซ์
TERES	เทเรส
TERESA	เตเรซา
TERHORST	เทอร์ฮอสต์
TERIYAKI	เทริยากิ
TERKEL	เทอร์เคิล
TERNATE	เทอร์เนต
TERRA	แทร์รา
TERRA ROSSA	แทร์รารอสซา
TERRACE	เทอร์เรซ
TERRAL	เทอร์ราล
TERRELL	เทอร์เรลล์
TERRI	เทร์รี
TERRILL	แทร์เริล
TERRY	เทร์รี
TERTIARY	เทอร์เชียรี
TERVOLA	เทอร์โวล่า
TESH	เทช
TESKE	เทสก์
TESLA	เทสลา
TESLA, NIKOLA	เทสลา, นิโคลา
TESMAN	แทสมัน
TESS	เทสส์
TESSA	เทสซา
TESSELLATION	เทสเซลเลชัน
TEST	เทสต์
TESTER	เทสเตอร์
TETER	ทีเตอร์
TETHER	เทเทอร์
TETHYS	เททิส
TETRAD	เทแทรด
TETRAETHYL	เททระเอทิล
TETRAGONAL	เททระโกนัล
TETRAHEDRITE	เททราฮิไดรต์
TETRASACCHARIDE	เททระแซ็กคาไรด์
TETRASACCHAROSE	เททระแซ็กคาโรส
TETRODE	เทโทรด
TEUBNER	ทับเนอร์
TEUFEL	ทอยเฟิล
TEUSCHER	ทอยเชอร์
TEUTONIC	ทูทอนิก
TEVIOT	เทวีเอิต
TEW	ชู
TEXAS	เทกซัส
TEXEIRA	เท็กเซร่า
TEXT	เทกซ์
TEXTILE	เทกซ์ไทล์
TEXTOR	เท็กส์เตอร์
THACH	แทช
THACHER	แทเคอร์
THACKER	แท็กเคอร์
THACKERAY	แทกเคอรีย์
THAD	แท็ด
THADDEUS	แท็ดเดียส
THAILAND	ไทยแลนด์
THAIN	เทน
THALER	เทเลอร์
THALHEIMER	แทลไฮเมอร์
THALLIUM	เทลเลียม
THALLOPHYTE	แทลโลไฟต์
THANE	เทน
THANKA	ตังกา
THANT, U	ถั่น, อู
THASOS	ทาซอส
THATCHER	แทตเชอร์
THAU	ทาว
THAYER	เทเออร์
THEA	เทีย
THEARD	เทิร์ด
THEATER	เทียเตอร์
THEDA	ทีด้า
THEDE	ทีด
THEILE	ไทล
THEILER	ไทเลอร์
THEISS	ไทส์
THEK, PAUL	เทก, พอล
THELEN	เทเลิ่น
THELMA	เทลมา
THEO	ทีโอ
THEOBALD	ทีออเบิลด์
THEODOLITE	ทีโอโดไลต์
THEODOR	เทโอดอร์
