aabye	奥比
pandora	潘多拉
pandulf	潘德尔夫
pane	潘恩
panel	帕内尔
panerai	帕内拉伊
panero	帕内罗
panet	帕内特
panetta	帕内塔
pangborn	潘伯恩
panglaykim	庞莱金
pangrazzi	潘格拉齐
panin	帕宁
panitz	帕尼茨
panizza	帕尼扎
pank	潘克
pankey	潘基
pankhurst	潘克赫斯特
pankratz	潘克拉茨
pannall	潘纳尔
pannell	潘内尔
pannett	潘尼特
panoff	帕诺夫
panofsky	帕诺夫斯基
panshanger	潘尚格
pansky	潘斯基
pansy	潘西
panter	潘特
pantin	潘廷
pantoja	潘托哈
panton	潘顿
pantos	潘托斯
panyushkin	帕纽什金
panzeri	潘泽里
pao	保
paola	保拉
paolantonio	保兰托尼奥
paoli	保利
paolino	保利诺
paolo	保罗
paolozzi	保罗齐
papale	帕普利
papaleksi	帕帕列克西
papanek	帕帕内克
papanin	帕帕宁
pape	佩普
papenfus	帕彭富斯
papermaster	佩珀马斯特
papez	帕佩兹
papier	帕皮尔
papineau	帕皮诺
papini	帕皮尼
papoff	帕波夫
papoulias	帕普利亚斯
pappageorge	帕帕乔治
papparmihiel	帕帕米希尔
pappas	帕帕斯
pappenheim	帕彭海姆
papperman	佩珀曼
papsdorf	帕普斯多夫
papy	保皮
paquette	帕克特
paradiso	帕拉迪索
paragot	帕拉戈
paramaribo	帕拉马里博
paramino	帕拉米诺
paramore	帕拉莫尔
pararas	帕拉拉斯
paratino	佩拉蒂诺
parazian	帕拉齐安
parazzini	帕拉齐尼
parcel	帕斯尔
parcell	帕斯尔
parcher	帕彻
pardee	帕迪
pardes	帕德斯
pardiale	帕迪亚尔
pardoe	帕多
pardue	帕杜
pare	佩尔
parelis	帕雷利斯
parent	帕伦特
parepa	帕雷帕
pares	佩尔斯
paret	帕雷
parfitt	帕菲特
pargellis	帕盖利斯
pargiter	帕吉特
parham	帕勒姆
paringaux	帕里尼奥
paris	帕里斯
parish	帕里什
park	帕克
parke	帕克
parker	帕克
parkhill	帕克希尔
parkhurst	帕克赫斯特
parkin	帕金
parking	帕金
parkinson	帕金森
parkley	帕克利
parkman	帕克曼
parkson	帕克森
parland	帕兰
parlby	帕尔比
parley	帕利
parlin	帕林
parloff	帕洛夫
parly	帕利
parma	帕马
parmalee	帕马利
parmar	帕马
parmeggiani	帕尔梅贾尼
parmele	帕米利
parmelee	帕米利
parmelin	帕姆兰
parmenter	帕门特
parmer	帕默
parmly	帕姆利
parmoor	帕穆尔
parnall	帕纳尔
parnas	帕尔纳斯
parnell	帕内尔
parramore	帕拉莫尔
parran	帕伦
parrell	帕雷尔
parren	帕伦
parrent	帕伦特
parrette	帕雷特
parri	帕里
parrify	帕里菲
parrington	帕林顿
parrini	帕里尼
parriott	帕里奥特
parris	帕里斯
parrish	帕里什
parrot	帕罗特
parrott	帕罗特
parry	帕里
parseval	帕瑟瓦尔
parshall	帕歇尔
parshley	帕什利
parsky	帕尔斯基
parsloe	帕斯洛
parson	帕森
parsons	帕森斯
part	帕特
partch	帕奇
partee	帕蒂
parten	帕滕
partington	帕廷顿
partlow	帕特洛
partner	帕特纳
partney	帕特尼
parton	帕顿
partridge	帕特里奇
parvus	帕武斯
pasca	帕斯卡
pascal	帕斯卡尔
pascarella	帕斯卡雷拉
pascasio	帕斯卡西奥
paschal	帕斯卡尔
paschalis	帕斯卡利斯
paschell	帕谢尔
paschke	帕斯克
pascoe	帕斯科
pasinetti	帕西内蒂
pask	帕斯克
paskin	帕斯金
pasmore	帕斯莫尔
pasotto	帕索托
pasquale	帕斯奎尔
pasquin	帕斯昆
pasquini	帕基尼
pass	帕斯
passage	帕西奇
passamonti	帕萨蒙蒂
passarge	帕萨尔格
passer	帕瑟
passerin	帕瑟林
passfield	帕斯菲尔德
passin	帕辛
passingham	帕辛厄姆
passman	帕斯曼
passmore	帕斯莫尔
passos	帕索斯
passy	帕西
pasta	帕斯塔
pastells	帕斯特利斯
paster	帕斯特
pastino	帕斯蒂诺
paston	帕斯顿
pastor	帕斯特
pastore	帕斯托
pasture	帕斯彻
pasymowski	帕西莫夫斯基
pat	帕特
patai	保陶伊
patak	保陶克
patch	帕奇
patchen	帕琴
pate	佩特
patel	帕特尔
pateman	佩特曼
patenaude	佩特瑙德
pater	佩特
paterni	帕特尼
paternoster	佩特诺斯特
paternot	佩特诺特
paterson	佩特森
patey	佩蒂
patience	佩兴斯
patigian	帕蒂吉安
patil	帕蒂尔
patkar	帕特卡
patkul	帕特库利
patman	帕特曼
patmore	帕特莫尔
patnode	帕特诺德
patolichev	帕托利切夫
paton	佩顿
patri	帕特里
patriach	佩特里亚克
patric	帕特里克
patricia	帕特里夏
patrick	帕特里克
patrikeeff	帕特里基夫
patron	佩特伦
patsalides	帕察利季斯
patsy	帕齐
pattee	帕蒂
patten	帕滕
pattenson	帕滕森
patterson	帕特森
patti	帕蒂
pattie	帕蒂
pattillo	帕蒂略
pattinson	帕廷森
patton	巴顿
pattrick	帕特里克
pattullo	帕塔洛
patty	帕蒂
patyn	帕廷
pauk	波克
pauken	波肯
pauker	波克尔
paukin	波金
paul	保罗
paula	葆拉
paulding	波尔丁
paule	葆拉
paulet	波利特
pauley	波利
paulger	波尔杰
paulin	波林
pauline	波林
pauling	波林
paulinus	波莱纳斯
paulison	保利森
paull	保尔
paullin	波林
paulling	波林
paulos	保罗斯
pauls	保尔斯
paulsen	保尔森
paulson	保尔森
paulus	保罗斯
pauly	保利
paunack	波纳克
pauncefote	庞斯富特
pauner	波纳
paupe	波普
paus	波斯
pausewang	波斯旺
pautzke	波茨克
pavese	帕韦塞
pavey	佩维
pavlak	帕夫拉克
pavlick	帕夫利克
pavlos	帕夫洛
pavloska	帕夫洛斯卡
pavlova	帕夫洛娃
pavlushkin	帕夫卢什金
pavy	佩维
pawan	帕万
pawell	帕韦尔
pawley	波利
pawsey	波西
pawson	波森
pax	帕克斯
paxson	帕克森
paxton	帕克斯顿
payeff	帕耶夫
payer	帕耶
payette	帕耶特
payn	佩恩
payne	佩恩
paynter	佩因特
paynton	佩因顿
payson	佩森
payton	佩顿
paz	帕斯
pazhwak	帕日瓦克
pea	佩亚
peabody	皮伯迪
peacey	皮西
peach	皮奇
peacham	皮查姆
peachey	皮奇
peacock	皮科克
peacorke	皮科克
peak	皮克
peake	皮克
peaker	皮克
peal	皮尔
peale	皮尔
peander	皮安德
pearce	皮尔斯
pearcy	皮尔西
peardon	皮尔登
peare	皮尔
pearistine	皮里斯坦
pearkes	皮尔克斯
pearl	珀尔
pearlstone	珀尔斯通
pearman	皮尔曼
pears	皮尔斯
pearsall	皮尔索尔
pearse	皮尔斯
pearson	皮尔逊
peart	皮尔特
peary	皮尔里
pease	皮斯
peasgood	皮斯古德
peaslee	皮斯利
peat	皮特
peatross	皮特罗斯
peattie	皮蒂
peaucellier	波塞利耶
peavy	皮维
pecaro	皮卡罗
pechell	皮切尔
pechey	皮奇
pechman	佩奇曼
pechner	佩希纳
pechstein	佩克斯坦
peck	佩克
peckarsky	佩卡尔斯基
peckford	佩克福德
peckham	佩卡姆
pecock	皮科克
pecora	皮科拉
pedder	佩德
peddie	佩迪
peden	佩登
pedersen	佩德森
pederson	佩德森
pederzini	佩代尔齐尼
pedley	佩德利
pedro	佩德罗
pedroli	佩德罗利
pedroni	佩德罗尼
pedrotti	佩德罗蒂
pedtke	佩特基
peebles	皮布尔斯
peek	皮克
peel	皮尔
peele	皮尔
peeler	皮勒
peeples	皮普尔斯
peer	皮尔
peerce	皮尔斯
peers	皮尔斯
peery	皮里
peet	皮特
peets	皮茨
peevy	皮维
peffer	佩弗
peg	佩格
pegg	佩格
peggy	佩吉
pegler	佩格勒
pegolotti	佩戈洛季
pegram	佩格勒姆
pegrum	佩格勒姆
pegues	佩格斯
pehl	佩尔
pehle	佩勒
pehrson	皮尔逊
peierls	派尔斯
peiffer	派弗
peik	派克
peikert	派克特
peile	皮尔
peillard	佩亚尔
peinemann	派内曼
peipert	佩珀特
peirce	皮尔斯
peiris	佩里斯
peirse	皮尔斯
peirson	皮尔逊
peirst	皮尔斯特
peiser	派泽
peixotto	佩肖托
peker	佩克
pelatiah	佩拉太亚
pelcovits	佩尔科维茨
peleg	皮莱格
pelegrin	佩莱格兰
pelham	佩勒姆
pelka	佩尔卡
pelkey	佩尔基
pellechio	佩莱乔
pellegrin	佩列格林
pellegrini	佩莱格里尼
pellerzi	佩勒齐
pelletier	佩尔蒂埃
pelletreau	佩莱特鲁
pellew	珀柳
pellico	佩利科
pellicoro	佩利科罗
pellini	佩利尼
pelliot	佩利奥
pelloe	佩洛
pellow	佩洛
pelly	佩利
pelot	佩洛特
peloubet	佩卢贝特
pelshe	佩尔谢
pelswick	佩尔斯威克
pelt	佩尔特
peltason	佩尔特森
peltier	佩尔蒂埃
pelton	佩尔顿
peluso	佩卢索
pelz	佩尔斯
pelzel	佩尔策尔
pelzman	佩尔兹曼
pember	彭伯
pemberton	彭伯顿
pembroke	彭布罗克
pemell	佩梅尔
pen	佩恩
pena	佩纳
penalver	佩纳尔弗
penberthy	彭伯西
pence	彭斯
penda	彭达
pendely	彭德利
pender	彭德
penderecki	彭代雷茨基
penderell	彭德雷尔
pendergast	彭德格斯特
pendergrass	彭德格拉斯
pendil	彭迪尔
pendleton	彭德尔顿
pendragon	彭德拉根
pendray	彭德雷
penelope	佩内洛普
penes	佩内什
penfield	彭菲尔德
penfold	彭福尔德
peng	倗
pengelly	彭杰利
pengilly	彭杰利
penhale	彭黑尔
penhallow	彭哈洛
penick	佩尼克
penina	佩尼娜
penisten	佩尼斯廷
peniston	佩尼斯顿
penly	彭利
penn	佩恩
pennant	彭南特
pennario	彭纳里奥
pennefather	彭尼法瑟
pennekamp	彭尼坎普
pennell	彭内尔
penner	彭纳
pennethorne	彭尼索恩
pennewell	彭尼韦尔
penney	彭尼
penniman	彭尼曼
pennings	彭宁斯
pennington	彭宁顿
penno	彭诺
pennock	彭诺克
pennoyer	彭诺耶
pennwalt	佩恩沃尔特
penny	彭尼
pennypacker	彭尼帕克
pennyquick	彭尼奎克
penrhyn	彭林
penrose	彭罗斯
penry	彭里
penshurst	彭斯赫斯特
penso	彭索
penson	彭森
penston	彭斯顿
pentima	彭蒂马
pentin	彭廷
pentland	彭特兰
penton	彭顿
pentreath	彭特里斯
pentridge	彭特里奇
penttala	彭塔拉
penzel	彭策尔
penzer	彭泽
penzias	彭齐亚什
penzler	彭茨勒
peoples	皮普尔斯
pepiot	佩皮奥特
pepitone	佩皮通
pepler	佩普勒
peploe	佩普洛
pepper	佩珀
peppercorn	佩珀康
pepperday	佩珀迪
pepperdine	佩珀代因
pepperell	佩珀雷尔
peppiatt	佩皮亚特
peppin	佩平
pepping	佩平
peppler	佩普勒
peragallo	佩拉加洛
perahia	佩拉亚
peral	佩拉尔
perantie	佩兰蒂
percefull	珀西富尔
percey	珀西
percival	珀西瓦尔
percivall	珀西瓦尔
percy	珀西
perdicaris	珀迪卡里斯
perdue	珀杜
perec	珀雷克
peregrine	佩里格林
pereira	佩雷拉
pereire	佩雷尔
perelman	佩雷尔曼
peren	佩伦
perera	佩雷拉
peres	佩列斯
peress	佩雷斯
peresvetov	佩列斯韦托夫
perets	佩列茨
perez	佩雷斯
pergaud	佩尔戈
pergler	珀格勒
perham	佩勒姆
peri	佩里
peries	佩里斯
perk	珀克
perkakek	珀卡凯克
perkes	珀克斯
perkin	珀金
perkinson	珀金森
perks	珀克斯
perle	珀尔
perlemuter	佩勒米泰
perley	珀利
perlin	佩兰
perlman	珀尔曼
perlmeter	珀尔米特
perlmutter	佩尔穆特
perlo	珀洛
perlow	珀洛
perlstein	珀尔斯坦
perlzweig	珀尔兹韦格
perman	珀曼
pernall	珀纳尔
pernerstorfer	佩纳斯托费尔
pernice	珀尼斯
pernier	佩尔尼耶
pernis	佩尔尼斯
perocchi	佩罗基
peronnet	佩龙内特
perosi	佩罗西
perot	佩罗
perott	佩罗特
perotti	佩罗蒂
perowne	佩罗恩
perpich	珀皮奇
perras	佩拉
perreau	佩罗
perrers	佩勒斯
perret	佩雷特
perrett	佩雷特
perretti	佩雷蒂
perrin	佩林
perrine	珀赖因
perring	佩林
perrinott	佩里诺特
perrins	佩林斯
perriton	佩里顿
perron	佩龙
perrone	佩龙
perronet	佩罗内特
perrot	佩罗特
perrott	佩罗特
perroux	佩鲁
perry	佩里
perryman	佩里曼
perseus	珀修斯
pershall	珀歇尔
pershing	珀欣
persico	珀西科
persifor	珀西弗
persil	珀西尔
perskie	珀斯基
person	珀森
persons	珀森斯
pert	珀特
perth	珀斯
pertinax	珀蒂纳克斯
pertschuk	珀楚克
pertwee	珀特维
peru	秘鲁
perutz	佩鲁茨
peruzzi	佩鲁齐
pery	佩里
perzella	珀泽拉
pesch	佩施
pesco	佩斯科
peseck	佩塞克
peshall	佩歇尔
peshkin	佩什金
peskin	佩斯金
pessoa	佩索阿
pestalozza	佩斯塔洛扎
petch	佩奇
pete	皮特
peteler	佩特勒
peter	彼得
peterborough	彼得伯勒
peterffy	彼得菲
peterfield	彼得菲尔德
peterkin	彼得金
peterkofsky	彼得科夫斯基
peterman	彼得曼
petermann	彼得曼
peters	彼得斯
petersen	彼得森
petersham	彼得沙姆
petersson	彼得松
petes	皮特斯
peteseeger	皮特西格
petewilson	皮特威尔逊
pethes	派泰什
pethick	佩西克
pethybridge	佩西布里奇
petigru	佩蒂格鲁
petis	佩蒂斯
petit	珀蒂
petkow	彼特科夫
peto	皮托
petracchi	彼得拉基
petraitis	佩特雷蒂斯
petrarch	皮特拉克
petrassi	彼得拉西
petre	彼得
petree	皮特里
petrides	佩特里迪斯
petrie	皮特里
petrillo	皮特里洛
petrin	佩特林
petro	佩特罗
petrocci	彼得罗奇
petrone	佩特龙
petronel	彼得罗内尔
petrou	彼得鲁
petrov	彼得罗夫
petrovic	彼得罗维奇
petrow	彼得罗
petrowitz	彼得罗维茨
petrus	彼得勒斯
petruska	彼特鲁斯卡
petry	佩特里
pett	佩特
pettee	佩蒂
pettengill	佩滕吉尔
pettenkofen	佩滕科芬
petterson	彼得森
pettet	佩蒂特
petteys	佩蒂斯
pettibone	佩蒂伯恩
pettie	佩蒂
pettifor	佩蒂弗
pettigrew	佩蒂格鲁
pettijohn	佩蒂约翰
pettine	佩廷
pettingill	佩廷吉尔
pettis	佩蒂斯
pettiss	佩蒂斯
pettit	佩蒂特
pettus	佩特斯
petty	佩蒂
pettyjohn	佩蒂约翰
petyrek	佩季雷克
petzold	佩措尔德
petzoldt	佩佐尔特
peurifoy	普里福伊
pevensey	佩文西
peveril	佩弗里尔
peverill	佩弗里尔
pevsner	佩夫斯纳
pew	皮尤
pewitt	皮威特
peycke	佩克
peyer	派尔
peynet	佩内
peyre	佩尔
peyrouzet	佩鲁泽
peyser	佩泽
peyton	佩顿
pezdirtz	佩兹德茨
pezel	珀泽尔
pezman	佩兹曼
pezzano	佩扎诺
pezzari	佩扎里
pezzati	佩扎蒂
pezzullo	佩苏略
pfaender	芬德尔
pfaff	普法夫
pfahler	普法勒
pfaltzgraff	法尔茨格拉夫
pfautz	普福茨
pfeiffenberger	法伊芬伯格
pfeil	法伊尔
pfeiler	法伊勒
pfiffner	菲夫纳
pfister	菲斯特
pfitzinger	普菲斤格
pflag	弗莱格
pflager	弗莱格
pfleger	弗莱格
pflum	弗卢姆
pfohl	福尔
pfordten	普福尔滕
pforzheimer	福兹海默
pfost	波斯特
pfrang	弗朗
pfuetze	菲齐
pfund	芬德
phaer	费尔
phail	费尔
phalen	费伦
phanuel	法纽埃尔
pharcellus	法塞勒斯
pharr	法尔
phear	菲尔
phee	菲
pheeters	菲特斯
pheiffer	法伊弗
phelan	费伦
phelps	菲尔普斯
phemister	菲米斯特
pherren	菲伦
pherson	菲森
phibbs	菲布斯
phie	菲
phil	菲尔
philander	菲兰德
philbin	菲尔宾
philbrick	菲尔布里克
philbrook	菲尔布鲁克
philby	菲尔比
philemon	菲利蒙
philetus	菲利特斯
philip	菲利普
philipp	菲利普
philippa	菲利帕
philips	菲利普斯
philipse	菲利普斯
philipson	菲利普森
phillimore	菲利莫尔
phillippe	菲利普
phillippi	菲利皮
phillips	菲利普斯
phillipson	菲利普森
phillpotts	菲尔波茨
philo	菲洛
philoon	菲隆
philos	菲洛斯
philpot	菲尔波特
philpott	菲尔波特
philps	菲尔普斯
phimister	菲米斯特
phin	菲恩
phineas	菲尼亚斯
phinney	菲尼
phippard	菲帕德
phipps	菲普斯
phips	菲普斯
phipson	菲普森
phleger	弗莱格
phnom penh	金边
phodges	福奇斯
phoebe	菲比
phoebus	菲伯斯
phoenix	菲尼克斯
phyfe	法伊夫
phyllis	菲利斯
physick	菲齐克
phythian	菲西安
piaf	皮亚夫
piano	皮亚诺
piasecki	皮亚塞基
piastro	皮阿斯特罗
piatigorsky	皮亚蒂戈尔斯基
piatt	派亚特
piatti	皮亚蒂
piazza	皮亚扎
piazzi	皮亚齐
piburn	派伯恩
pibworth	皮布沃斯
picard	皮卡德
picasso	毕加索
piccard	皮卡德
piccariello	皮卡列洛
piccaver	皮卡弗
piccioli	皮乔利
piccirilli	皮奇里利
piccone	皮科内
picha	皮查
picher	皮彻
pichette	皮谢特
pick	皮克
pickard	皮卡德
pickart	皮卡特
pickelle	皮克尔
picken	皮肯
pickens	皮肯斯
picker	皮克尔
pickering	皮克林
pickersgill	皮克斯吉尔
picket	皮克特
pickett	皮克特
pickford	皮克福德
pickle	皮克尔
pickles	皮克尔斯
pickman	皮克曼
picknell	皮克内尔
pickrel	皮克雷尔
pickrell	皮克雷尔
pickstone	皮克斯通
pickthall	皮克索尔
pickthorm	皮克索姆
pickthorn	皮克索恩
pickup	皮卡普
pico	比科
picon	皮肯
picquart	皮卡尔
picton	皮克顿
picus	派克斯
pidcock	皮德科克
piddock	皮多克
pidgeon	皮金
pidoux	皮杜
pidsley	皮兹利
piechowiak	皮乔维亚克
pieck	皮克
piel	皮尔
pieper	彼佩尔
pierce	皮尔斯
piercy	皮尔西
pieris	皮里斯
pierluigi	皮耶路易吉
pierne	皮埃内
piero	皮耶罗
pierper	皮珀
pierpoint	皮尔波因特
pierpont	皮尔庞特
pierre	皮埃尔
pierrepont	皮尔庞特
pierrot	皮埃罗
pierrou	皮埃鲁
piers	皮尔斯
piersi	皮尔西
piersol	皮索尔
pierson	皮尔逊
piertenpol	皮滕波尔
piet	皮特
pieters	彼得斯
piette	皮耶特
piez	皮兹
pifer	皮弗
pigafetta	皮加费塔
pigeon	皮金
pigg	皮格
piggot	皮戈特
piggott	皮戈特
pigman	皮格曼
pigot	皮戈特
pigott	皮戈特
pihlblad	皮尔布拉德
pike	派克
pikus	皮库斯
pilarinos	皮拉里诺斯
pilat	派拉特
pilcher	皮尔彻
pile	派尔
pilgrim	皮尔格林
pilkington	皮尔金顿
pill	皮尔
pillai	皮莱
pillal	皮拉尔
pillar	皮勒
pilleau	皮洛
pilling	皮林
pillion	皮利恩
pillow	皮洛
pillsbury	皮尔斯伯里
pilon	皮隆
piloty	皮洛蒂
pilsbry	皮尔斯布里
pilz	皮尔兹
pilzys	皮尔齐斯
pim	皮姆
pimberton	平伯顿
pimentel	皮门特尔
pimper	平珀
pin	平
pina	皮尼亚
pinard	皮纳德
pinay	皮奈
pinchback	平奇巴克
pinchbeck	平奇贝克
pincher	平彻
pinches	平奇斯
pinchot	平肖
pinckard	平卡德
pinckney	平克尼
pincoffs	平科夫斯
pincus	平卡斯
pindemonte	平代蒙泰
pinder	平德
pine	派因
pineau	皮诺
pineda	皮内达
pinegar	皮尼格
pinero	皮内罗
pines	派因斯
piness	派尼斯
piney	派尼
ping	平
pinger	平格
pingle	平格尔
pingree	平格里
pinguet	潘盖
pink	平克
pinkard	平卡德
pinkas	平卡斯
pinkel	平克尔
pinker	平克
pinkerton	平克顿
pinkham	平卡姆
pinkley	平克利
pinkney	平克尼
pinkowski	平科夫斯基
pinkston	平克斯顿
pinkstone	平克斯通
pinna	平纳
pinnegar	皮尼格
pinnell	平内尔
pinney	平尼
pinnock	平诺克
pino	皮诺
pinoteau	皮诺托
pinsent	平森特
pinson	平松
pinta	平塔
pinter	平特
pintious	庞修斯
pintius	庞修斯
pintner	平特纳
pinto	平托
pintori	平托里
pinwill	平威尔
pinza	平扎
pionzio	皮翁齐奥
piore	皮奥里
piotr	彼得
piotte	皮奥特
piou	皮乌
piovene	皮奥韦内
pipal	皮帕尔
piper	派珀
pipher	皮弗
pipich	皮比奇
pipitone	皮皮托内
pipon	皮彭
pipp	皮普
pippen	皮彭
pippert	皮珀特
pippett	皮佩特
piquet	皮盖
piranesi	皮拉内西
piratin	皮拉廷
pire	皮尔
pires	皮雷斯
piria	皮里亚
pirinski	皮林斯基
pirner	皮尔纳
pirnie	皮尔尼
pirquet	皮尔凯
pirrie	皮里
pirson	皮尔逊
pisar	皮萨尔
pisarenko	皮萨连科
pisarkiewicz	皮萨凯维奇
piscator	皮斯卡托
pisier	皮西耶
pisis	皮西斯
pisk	皮斯克
pisko	皮斯科
piso	皮索
pissarro	皮萨罗
piston	皮斯顿
pistor	皮斯托
pistorius	皮斯托留斯
pitblado	皮布拉多
pitcairn	皮特凯恩
pitcairne	皮特凯恩
pitcher	皮彻
pitchford	皮奇福德
pitchforth	皮奇福斯
pitkin	皮特金
pitney	皮特尼
pitrolo	皮特罗洛
pitsch	皮奇
pitsenberger	皮岑伯格
pitt	皮特
pittack	皮塔克
pittas	皮塔斯
pittau	皮陶
pittenger	皮滕杰
pitter	皮特
pittle	皮特尔
pittman	皮特曼
pitton	皮顿
pittoni	皮托尼
pitts	皮茨
pittston	皮茨顿
pittuck	皮塔克
pitz	皮茨
pitzele	皮策利
pitzer	皮策
pitzinger	皮青格尔
pius	派厄斯
piven	皮文
pixley	皮克斯利
pizer	皮泽
pizinger	皮斤格
pizzano	皮扎诺
pizzetti	皮泽蒂
place	普莱斯
placke	普莱克
plain	普莱恩
plaisted	普莱斯特德
plake	普莱克
plambeck	普兰贝克
plamella	普拉梅拉
plamondon	普拉蒙登
planansky	普拉南斯基
planche	普兰谢
planck	普朗克
plandor	普兰德
plane	普拉内
planinc	普拉宁茨
planiol	普拉尼奥尔
planitz	普莱尼茨
plank	普兰克
plant	普兰特
planta	普兰塔
plaschke	普拉施克
plaskett	普拉斯基特
plass	普拉斯
plaster	普拉基特
plastov	普拉斯托夫
plate	普拉特
plater	普拉特尔
platero	普拉特罗
platig	普拉蒂格
platner	普拉特纳
plato	柏拉图
platov	普拉托夫
platt	普拉特
platten	普拉滕
platter	普拉特
platts	普拉茨
platz	普拉茨
platzman	普拉茨曼
plaut	普劳特
plaxton	普拉克斯顿
player	普莱耶
playfair	普莱费尔
playford	普莱福德
plaza	普拉扎
pleadwell	普利德韦尔
pleasant	普莱曾特
pleasants	普莱曾茨
pleasonton	普莱曾顿
pleass	普利斯
pleater	普利特
pledge	普莱奇
plender	普伦德
plenderleith	普伦德莱斯
plenzke	普伦茨克
plesent	普莱森特
pleshakov	普列沙诺夫
plesser	普莱泽
pletcher	普莱彻
plettner	普勒特纳
pleune	普卢恩
pleydell	普莱德尔
pleyel	普莱耶尔
plimmon	普利蒙
plimpton	普林顿
plimsoll	普利姆索尔
pliny	普利尼
plissner	普利斯纳
plitt	普利特
plocek	普洛采克
ploeser	普莱泽
plomer	普洛默
plonk	普朗克
ploss	普洛斯
ploszaj	普洛萨伊
plotka	普洛特卡
plotz	普洛茨
plough	普劳
plowden	普洛登
plowhead	普洛黑德
plowman	普洛曼
plucknett	普拉克内特
plugge	普拉奇
plum	普拉姆
plumb	普拉姆
plume	普卢姆
plumer	普卢默
plumley	普拉姆利
plumly	普拉姆利
plummer	普卢默
plumptre	普伦普特里
plunket	普伦基特
plunkett	普伦基特
pluto	普卢托
plybon	普利邦
plyler	普莱勒
plymale	普莱梅尔
plymen	普利门
plymley	普利姆利
plymouth	普利毛斯
poage	波格
poates	波茨
poats	波茨
pobers	波伯斯
pocahontas	波卡洪特斯
pochin	波钦
pochmann	波奇曼
pocklington	波克林顿
pockney	波克尼
pocock	波科克
podberesky	波德贝雷斯基
podell	波德尔
podesta	波德斯塔
podger	波杰
podhoretz	波德霍雷茨
podmore	波德莫尔
podobnikar	波多布尼卡
podol	波多尔
podolski	波多尔斯基
poe	波
poebel	波贝尔
poehl	波尔
poel	波尔
poelaert	普拉尔特
poer	普尔
poetker	波特克
poett	波埃特
poff	波夫
poffenberger	波芬伯格
pogany	波加尼
poggendorff	波根多夫
pogrund	波格伦
pogue	波格
pohl	波尔
pohle	波利
pohlman	波尔曼
poiley	波伊利
poindexter	波因德克斯特
poinier	波伊尼尔
point	角
points	波因茨
poisson	普瓦松
poister	波伊斯特
poix	普瓦
pojar	波亚尔
pola	波拉
polachek	波拉切克
poladian	波拉迪安
poland	波伦
polansky	波兰斯基
polanyi	波拉尼
polatty	波拉蒂
pole	波尔
poletti	波莱蒂
polgar	波尔格
polhemus	波尔希默斯
poli	波利
polier	波利尔
polifka	波利夫卡
poling	波林
polinski	波林斯基
polinsky	波林斯基
polis	波利斯
politis	波利蒂斯
politt	波利特
politz	波利茨
polivanov	波利瓦诺夫
polivy	波利维
poliziano	波利齐亚诺
polk	波尔克
polking	波尔金
polkinghorn	波尔金霍恩
poll	波尔
pollack	波拉克
pollak	波拉克
pollan	波伦
pollard	波拉德
pollen	波伦
poller	波勒
polley	波利
pollich	波利克
pollin	波林
pollington	波林顿
pollitt	波利特
pollitte	波利特
pollitzer	波利策
pollner	波尔纳
pollster	波尔斯特
polly	波利
polmar	波尔马
polowsky	波洛夫斯基
polsby	波尔斯比
polson	波尔森
poltimore	波尔蒂莫尔
polumbaum	波伦鲍姆
polunin	波留宁
polverosi	波尔韦罗西
polwarth	波尔沃斯
polydore	波利多尔
polymer	波利默
polyzoides	波利佐伊迪斯
pomerance	波默朗斯
pomerantz	波梅兰茨
pomeranz	波梅兰兹
pomerat	波米拉
pomerene	波默林
pomeroy	波默罗伊
pomfret	庞弗雷特
pomodoro	波莫多罗
pompa	庞帕
pompano beach	庞帕诺比奇
pomper	庞珀
poncelet	蓬斯莱
poncet	庞萨特
poncher	庞彻
pond	庞德
ponder	庞德
pondrom	庞德罗姆
ponge	庞热
ponger	庞杰
ponnamperuma	庞南佩鲁马
ponomaryov	波诺马廖夫
pons	庞斯
ponselle	庞萨尔
ponser	庞瑟
ponsford	庞斯福德
ponsonby	庞森比
pont	庞特
pontefract	庞蒂弗拉克特
pontiac	庞蒂亚克
ponting	庞廷
ponton	庞顿
pontoppidan	蓬托皮丹
ponturiero	庞图里罗
pool	普尔
poole	普尔
pooler	普勒
pooley	普利
poor	普尔
poore	普尔
poorman	普尔曼
poos	普斯
poot	波特
pop	波普
pope	波普
popejoy	波普乔伊
popenoe	波普诺
popeo	波佩奥
popham	波帕姆
popick	波皮克
popkin	波普金
popova	波波娃
popp	波普
poppe	波普
poppen	波彭
poppendieck	波彭代克
popper	波珀
popple	波普尔
popplewell	波普尔韦尔
porchester	波切斯特
porcupine	波库派恩
pordenone	波尔代诺内
porges	波格斯
poritzky	波里茨基
porothy	波罗西
porrett	波雷特
porritt	波里特
porsch	波尔施
porsche	波尔舍
porson	波森
port	波特
port louis	路易港
port stanley	斯坦利港
port-au-prince	太子港
port-of-spain	西班牙港
port-vila	维拉港
portal	波特尔
portarlington	波塔林顿
portela	波特拉
porten	波滕
porteous	波蒂厄斯
porter	波特
porterfield	波特菲尔德
porterie	波特里
porteus	波蒂厄斯
portland	波特兰
portman	波特曼
portner	波特纳
portney	波特尼
portocarrero	波托卡雷罗
portor	波特
portsmouth	波次毛斯
portugill	波特吉尔
portus	波特斯
portway	波特韦
posegate	波斯盖特
posen	波森
posey	波西
poskitt	波斯基特
posner	波斯纳
posnett	波斯内特
